person_id,loan_grade,loan_intent,loan_amnt,loan_int_rate,loan_percent_income
14931,B,VENTURE,6250,12.69,0.24
14932,A,VENTURE,5000,8.9,0.04
14933,D,HOMEIMPROVEMENT,7000,15.62,0.06
14934,A,MEDICAL,5000,8.49,0.04
14935,C,HOMEIMPROVEMENT,5600,13.49,0.05
14936,A,MEDICAL,8500,5.42,0.07
14937,B,HOMEIMPROVEMENT,15000,11.11,0.34
14938,B,MEDICAL,30000,11.49,0.25
14939,D,EDUCATION,16800,15.62,0.14
14940,A,VENTURE,10000,5.99,0.08
14941,B,PERSONAL,15000,10.37,0.3
14942,B,PERSONAL,8575,,0.07
14943,E,MEDICAL,10000,19.29,0.09
14944,B,HOMEIMPROVEMENT,15000,11.49,0.14
14945,C,PERSONAL,21000,13.49,0.17
14946,A,EDUCATION,12000,5.42,0.1
14947,F,PERSONAL,10000,20.99,0.08
14948,C,MEDICAL,5000,14.79,0.04
14949,B,EDUCATION,20000,9.99,0.17
14950,A,EDUCATION,5275,5.42,0.04
14951,A,MEDICAL,6000,6.99,0.05
14952,C,VENTURE,15000,13.61,0.3
14953,A,VENTURE,12000,7.49,0.1
14954,A,PERSONAL,16000,6.99,0.13
14955,A,PERSONAL,15000,7.88,0.3
14956,D,MEDICAL,5000,15.99,0.05
14957,B,MEDICAL,6000,9.99,0.05
14958,D,EDUCATION,15000,14.59,0.34
14959,B,VENTURE,15000,11.36,0.3
14960,A,MEDICAL,4800,5.99,0.04
14961,C,PERSONAL,20000,12.99,0.17
14962,B,VENTURE,3600,10.59,0.03
14963,A,MEDICAL,22000,7.49,0.18
14964,A,DEBTCONSOLIDATION,3750,5.42,0.03
14965,B,EDUCATION,13000,10.99,0.11
14966,A,MEDICAL,14500,7.49,0.12
14967,C,MEDICAL,5000,13.49,0.04
14968,A,EDUCATION,8000,7.29,0.07
14969,A,PERSONAL,10000,5.42,0.08
14970,C,VENTURE,15000,13.72,0.3
14971,D,VENTURE,15000,15.05,0.3
14972,B,DEBTCONSOLIDATION,15000,,0.13
14973,B,EDUCATION,18225,,0.15
14974,B,HOMEIMPROVEMENT,14000,10.74,0.12
14975,B,PERSONAL,15000,10.37,0.34
14976,B,HOMEIMPROVEMENT,15000,10.75,0.3
14977,B,HOMEIMPROVEMENT,28000,10.74,0.23
14978,B,VENTURE,15000,11.14,0.3
14979,B,PERSONAL,10000,10.37,0.08
14980,A,MEDICAL,10000,5.42,0.08
14981,A,EDUCATION,6000,,0.05
14982,A,EDUCATION,17400,7.66,0.14
14983,B,DEBTCONSOLIDATION,15000,11.11,0.29
14984,C,VENTURE,6000,13.06,0.05
14985,A,VENTURE,6000,7.51,0.24
14986,B,MEDICAL,15000,11.12,0.29
14987,D,PERSONAL,24250,16.02,0.2
14988,C,VENTURE,15000,13.48,0.29
14989,B,DEBTCONSOLIDATION,16000,10.37,0.13
14990,D,PERSONAL,15000,15.28,0.13
14991,B,DEBTCONSOLIDATION,10000,,0.08
14992,B,EDUCATION,13000,9.99,0.11
14993,B,DEBTCONSOLIDATION,25000,,0.21
14994,E,MEDICAL,10000,16.32,0.09
14995,A,EDUCATION,15000,8.49,0.29
14996,A,VENTURE,5000,6.03,0.2
14997,A,EDUCATION,8500,6.03,0.34
14998,C,MEDICAL,15000,13.22,0.29
14999,A,EDUCATION,10000,5.42,0.08
15000,C,DEBTCONSOLIDATION,8400,13.72,0.07
15001,D,MEDICAL,15000,16.0,0.33
15002,C,VENTURE,15000,14.26,0.29
15003,D,EDUCATION,25000,15.2,0.21
15004,B,EDUCATION,15000,12.18,0.29
15005,C,PERSONAL,25000,13.72,0.21
15006,A,MEDICAL,4000,5.42,0.03
15007,B,EDUCATION,15000,10.37,0.29
15008,A,DEBTCONSOLIDATION,9500,5.42,0.08
15009,C,DEBTCONSOLIDATION,4000,,0.04
15010,A,EDUCATION,14000,,0.12
15011,A,MEDICAL,3000,6.39,0.03
15012,A,VENTURE,10000,,0.08
15013,A,EDUCATION,6000,6.76,0.05
15014,C,EDUCATION,8000,13.61,0.07
15015,D,MEDICAL,15000,16.32,0.14
15016,B,PERSONAL,15000,10.74,0.29
15017,A,PERSONAL,4600,6.39,0.04
15018,A,MEDICAL,10000,7.88,0.08
15019,A,DEBTCONSOLIDATION,4000,7.14,0.03
15020,C,EDUCATION,1600,,0.07
15021,A,EDUCATION,10000,7.51,0.08
15022,A,DEBTCONSOLIDATION,4900,7.14,0.04
15023,A,EDUCATION,1600,7.68,0.07
15024,B,DEBTCONSOLIDATION,1600,9.99,0.06
15025,A,PERSONAL,12000,7.51,0.1
15026,C,MEDICAL,1600,12.98,0.06
15027,C,PERSONAL,1600,12.53,0.06
15028,C,VENTURE,1600,,0.06
15029,D,PERSONAL,1600,16.29,0.06
15030,A,HOMEIMPROVEMENT,6000,6.76,0.05
15031,D,HOMEIMPROVEMENT,10000,14.59,0.08
15032,B,DEBTCONSOLIDATION,1600,11.12,0.06
15033,A,MEDICAL,1600,6.39,0.06
15034,A,MEDICAL,1600,6.62,0.06
15035,B,EDUCATION,1600,10.83,0.05
15036,C,PERSONAL,10000,12.73,0.08
15037,C,PERSONAL,15000,13.11,0.13
15038,D,PERSONAL,1600,16.29,0.05
15039,C,MEDICAL,16000,14.22,0.15
15040,B,VENTURE,15000,10.25,0.13
15041,A,MEDICAL,1600,9.32,0.05
15042,C,PERSONAL,20000,13.85,0.17
15043,D,PERSONAL,25000,15.31,0.21
15044,C,HOMEIMPROVEMENT,21000,14.26,0.17
15045,C,MEDICAL,17500,14.22,0.7
15046,B,EDUCATION,5000,9.88,0.2
15047,A,DEBTCONSOLIDATION,1600,7.88,0.06
15048,C,DEBTCONSOLIDATION,1600,11.03,0.04
15049,D,VENTURE,1600,14.46,0.05
15050,A,VENTURE,14000,8.94,0.12
15051,B,VENTURE,2000,10.99,0.08
15052,A,VENTURE,13000,7.88,0.52
15053,A,PERSONAL,17000,8.94,0.14
15054,C,EDUCATION,1600,13.98,0.05
15055,E,HOMEIMPROVEMENT,20000,,0.17
15056,A,MEDICAL,18000,8.94,0.15
15057,A,DEBTCONSOLIDATION,16000,8.94,0.13
15058,C,MEDICAL,9600,13.22,0.08
15059,E,HOMEIMPROVEMENT,20000,17.74,0.17
15060,A,PERSONAL,16000,,0.13
15061,F,EDUCATION,25000,18.53,0.21
15062,A,EDUCATION,8000,8.59,0.32
15063,C,HOMEIMPROVEMENT,20000,13.79,0.17
15064,B,VENTURE,1600,10.08,0.04
15065,C,EDUCATION,1600,13.98,0.03
15066,B,VENTURE,15200,12.21,0.13
15067,C,MEDICAL,1600,14.26,0.03
15068,B,HOMEIMPROVEMENT,18000,11.26,0.17
15069,B,EDUCATION,1600,12.42,0.03
15070,B,MEDICAL,20000,12.21,0.17
15071,A,DEBTCONSOLIDATION,16000,9.63,0.13
15072,D,VENTURE,1600,15.62,0.03
15073,C,MEDICAL,1600,13.99,0.03
15074,B,EDUCATION,2500,,0.02
15075,D,VENTURE,1600,14.96,0.03
15076,C,MEDICAL,1600,13.85,0.03
15077,B,HOMEIMPROVEMENT,20000,11.14,0.17
15078,D,DEBTCONSOLIDATION,25000,13.99,0.23
15079,F,HOMEIMPROVEMENT,25000,15.76,0.21
15080,C,EDUCATION,23000,11.03,0.19
15081,B,EDUCATION,25000,9.76,0.21
15082,C,HOMEIMPROVEMENT,9500,11.66,0.08
15083,B,EDUCATION,3000,10.14,0.03
15084,B,DEBTCONSOLIDATION,1600,11.14,0.02
15085,B,EDUCATION,1600,11.89,0.02
15086,B,PERSONAL,13000,8.88,0.52
15087,A,EDUCATION,12000,,0.1
15088,C,HOMEIMPROVEMENT,1550,15.27,0.12
15089,D,EDUCATION,20000,14.96,0.17
15090,A,VENTURE,5000,7.51,0.2
15091,D,VENTURE,1550,15.21,0.04
15092,C,EDUCATION,15000,13.11,0.12
15093,C,MEDICAL,1525,15.23,0.06
15094,B,MEDICAL,13600,11.99,0.11
15095,B,VENTURE,13000,,0.11
15096,A,PERSONAL,3600,5.79,0.03
15097,B,EDUCATION,20400,10.75,0.17
15098,A,VENTURE,1500,6.99,0.13
15099,B,EDUCATION,3600,11.83,0.03
15100,B,VENTURE,2600,11.86,0.1
15101,C,DEBTCONSOLIDATION,1500,,0.11
15102,C,DEBTCONSOLIDATION,7750,,0.06
15103,B,MEDICAL,1500,8.88,0.11
15104,B,HOMEIMPROVEMENT,15000,10.37,0.12
15105,A,PERSONAL,4525,7.51,0.18
15106,C,VENTURE,1500,12.99,0.1
15107,C,EDUCATION,16000,13.49,0.13
15108,B,VENTURE,9000,,0.36
15109,D,DEBTCONSOLIDATION,12000,15.99,0.11
15110,B,VENTURE,5000,11.89,0.2
15111,A,MEDICAL,6000,6.92,0.05
15112,C,PERSONAL,35000,13.8,0.29
15113,A,PERSONAL,12000,7.29,0.1
15114,C,VENTURE,10000,,0.41
15115,C,EDUCATION,4800,,0.04
15116,B,PERSONAL,4750,10.0,0.19
15117,C,PERSONAL,20000,13.23,0.16
15118,B,PERSONAL,1500,9.25,0.1
15119,B,EDUCATION,1500,11.86,0.1
15120,A,PERSONAL,6000,7.51,0.05
15121,C,PERSONAL,10000,13.57,0.08
15122,A,MEDICAL,10000,8.94,0.08
15123,B,EDUCATION,1500,,0.09
15124,B,EDUCATION,11200,10.99,0.09
15125,A,MEDICAL,1500,6.91,0.09
15126,E,DEBTCONSOLIDATION,1500,18.64,0.09
15127,C,MEDICAL,8475,12.99,0.08
15128,E,HOMEIMPROVEMENT,1500,18.64,0.08
15129,C,PERSONAL,8000,12.68,0.07
15130,A,EDUCATION,7000,7.51,0.06
15131,B,PERSONAL,4750,10.99,0.04
15132,C,DEBTCONSOLIDATION,1500,12.61,0.08
15133,B,EDUCATION,1500,11.36,0.08
15134,C,PERSONAL,1500,12.87,0.08
15135,D,DEBTCONSOLIDATION,25000,15.31,0.22
15136,A,MEDICAL,2000,5.42,0.02
15137,A,HOMEIMPROVEMENT,10000,6.54,0.08
15138,A,MEDICAL,16000,6.03,0.13
15139,B,PERSONAL,1500,12.18,0.08
15140,A,EDUCATION,1500,5.42,0.08
15141,B,MEDICAL,2000,,0.02
15142,B,EDUCATION,12000,10.36,0.1
15143,A,VENTURE,8000,7.51,0.33
15144,A,VENTURE,12000,,0.5
15145,C,MEDICAL,11000,,0.09
15146,B,DEBTCONSOLIDATION,20000,12.53,0.18
15147,D,MEDICAL,1500,,0.08
15148,B,PERSONAL,6000,10.62,0.05
15149,A,PERSONAL,15000,7.29,0.12
15150,A,DEBTCONSOLIDATION,5000,6.62,0.04
15151,B,MEDICAL,28000,,0.22
15152,C,EDUCATION,16000,13.48,0.14
15153,B,VENTURE,14400,,0.12
15154,C,VENTURE,6000,15.23,0.25
15155,A,EDUCATION,5000,7.49,0.21
15156,A,EDUCATION,35000,8.9,0.28
15157,B,EDUCATION,20000,11.71,0.16
15158,A,PERSONAL,15000,7.9,0.12
15159,B,DEBTCONSOLIDATION,1500,9.62,0.07
15160,A,HOMEIMPROVEMENT,6000,5.42,0.25
15161,C,MEDICAL,30000,14.27,0.24
15162,C,MEDICAL,1500,13.35,0.07
15163,B,MEDICAL,1500,11.86,0.07
15164,B,PERSONAL,12000,9.91,0.1
15165,D,DEBTCONSOLIDATION,4200,15.62,0.17
15166,A,DEBTCONSOLIDATION,1500,7.68,0.07
15167,E,EDUCATION,1500,18.79,0.06
15168,A,EDUCATION,1500,,0.06
15169,A,EDUCATION,1500,,0.06
15170,B,HOMEIMPROVEMENT,28000,9.91,0.22
15171,D,EDUCATION,1500,14.54,0.06
15172,B,VENTURE,1500,11.49,0.06
15173,E,MEDICAL,35000,19.29,0.31
15174,B,PERSONAL,14000,,0.11
15175,A,VENTURE,10000,5.99,0.08
15176,C,EDUCATION,1500,13.85,0.06
15177,B,EDUCATION,5000,,0.04
15178,E,DEBTCONSOLIDATION,1500,14.7,0.06
15179,B,PERSONAL,25000,10.59,0.2
15180,C,MEDICAL,1500,13.49,0.06
15181,A,MEDICAL,6000,5.42,0.05
15182,A,PERSONAL,10200,7.49,0.08
15183,B,EDUCATION,1500,11.11,0.06
15184,A,PERSONAL,15000,7.66,0.12
15185,A,PERSONAL,6000,5.79,0.05
15186,B,DEBTCONSOLIDATION,25000,10.0,0.2
15187,C,EDUCATION,15000,14.27,0.28
15188,D,DEBTCONSOLIDATION,5000,14.54,0.04
15189,C,PERSONAL,14800,,0.12
15190,A,PERSONAL,12000,7.29,0.11
15191,B,VENTURE,15000,10.39,0.28
15192,C,EDUCATION,8000,13.8,0.06
15193,B,PERSONAL,12000,11.11,0.1
15194,C,EDUCATION,15000,13.47,0.28
15195,E,PERSONAL,15000,18.64,0.31
15196,D,PERSONAL,15000,17.49,0.31
15197,D,EDUCATION,24000,15.28,0.19
15198,D,MEDICAL,15000,15.99,0.31
15199,D,EDUCATION,15000,14.83,0.27
15200,B,MEDICAL,10000,9.99,0.08
15201,B,MEDICAL,15000,11.14,0.27
15202,B,DEBTCONSOLIDATION,25000,11.49,0.2
15203,B,MEDICAL,15000,11.12,0.27
15204,A,VENTURE,12000,7.88,0.1
15205,B,DEBTCONSOLIDATION,10000,10.38,0.09
15206,D,MEDICAL,15000,14.61,0.31
15207,C,VENTURE,15000,13.85,0.12
15208,C,DEBTCONSOLIDATION,20000,13.11,0.16
15209,B,PERSONAL,10000,10.99,0.08
15210,B,VENTURE,6400,8.88,0.27
15211,C,VENTURE,15000,12.84,0.27
15212,A,PERSONAL,10000,7.51,0.08
15213,A,PERSONAL,15000,,0.27
15214,A,VENTURE,1500,6.91,0.06
15215,E,DEBTCONSOLIDATION,15000,18.39,0.3
15216,C,MEDICAL,5000,13.35,0.21
15217,B,HOMEIMPROVEMENT,7400,12.53,0.06
15218,B,EDUCATION,15000,10.74,0.27
15219,E,MEDICAL,15000,15.68,0.3
15220,F,MEDICAL,15000,19.13,0.13
15221,C,PERSONAL,3000,13.61,0.13
15222,A,HOMEIMPROVEMENT,16000,8.94,0.13
15223,D,PERSONAL,25000,,0.2
15224,G,VENTURE,19750,21.21,0.17
15225,C,MEDICAL,4750,,0.2
15226,D,HOMEIMPROVEMENT,15000,15.7,0.3
15227,C,DEBTCONSOLIDATION,15000,12.87,0.27
15228,A,MEDICAL,8000,9.63,0.06
15229,D,HOMEIMPROVEMENT,14000,14.42,0.11
15230,A,VENTURE,7500,8.0,0.06
15231,B,VENTURE,10000,,0.08
15232,C,HOMEIMPROVEMENT,12000,,0.1
15233,A,MEDICAL,9600,5.79,0.08
15234,B,EDUCATION,7000,11.86,0.29
15235,C,EDUCATION,15000,13.85,0.26
15236,B,EDUCATION,6000,11.49,0.25
15237,A,EDUCATION,30000,7.9,0.24
15238,B,VENTURE,5000,10.38,0.21
15239,A,HOMEIMPROVEMENT,15000,7.88,0.12
15240,D,VENTURE,10000,14.74,0.08
15241,B,MEDICAL,9000,10.99,0.07
15242,A,EDUCATION,15000,7.9,0.12
15243,B,VENTURE,10200,,0.08
15244,C,MEDICAL,11800,,0.09
15245,D,EDUCATION,3600,15.99,0.03
15246,B,HOMEIMPROVEMENT,6000,10.0,0.05
15247,A,DEBTCONSOLIDATION,6000,6.92,0.05
15248,D,DEBTCONSOLIDATION,15000,16.77,0.28
15249,A,PERSONAL,11000,7.14,0.09
15250,A,EDUCATION,7000,7.14,0.29
15251,B,EDUCATION,24000,11.36,0.19
15252,B,MEDICAL,2500,11.83,0.1
15253,C,HOMEIMPROVEMENT,7500,13.92,0.06
15254,B,MEDICAL,15000,,0.25
15255,B,EDUCATION,2000,,0.02
15256,B,MEDICAL,15000,11.71,0.25
15257,D,MEDICAL,6950,13.67,0.06
15258,B,EDUCATION,11000,10.0,0.09
15259,B,PERSONAL,6000,9.91,0.05
15260,A,EDUCATION,6000,5.42,0.05
15261,C,DEBTCONSOLIDATION,4900,,0.04
15262,E,MEDICAL,24000,17.39,0.21
15263,E,MEDICAL,20000,17.39,0.17
15264,D,DEBTCONSOLIDATION,12000,15.05,0.1
15265,A,HOMEIMPROVEMENT,10000,7.51,0.08
15266,A,MEDICAL,15000,7.49,0.12
15267,C,MEDICAL,15000,15.27,0.28
15268,D,MEDICAL,24250,15.31,0.19
15269,A,DEBTCONSOLIDATION,12000,7.88,0.09
15270,C,MEDICAL,26000,13.99,0.2
15271,A,DEBTCONSOLIDATION,35000,8.9,0.27
15272,A,EDUCATION,12000,6.03,0.09
15273,A,DEBTCONSOLIDATION,15000,6.03,0.25
15274,A,EDUCATION,6000,7.49,0.05
15275,C,EDUCATION,4800,12.99,0.04
15276,C,VENTURE,5000,,0.04
15277,A,VENTURE,21600,6.91,0.17
15278,C,VENTURE,3000,14.72,0.02
15279,A,DEBTCONSOLIDATION,30000,7.29,0.23
15280,C,HOMEIMPROVEMENT,15000,12.53,0.12
15281,A,PERSONAL,28000,7.9,0.22
15282,B,EDUCATION,15000,11.71,0.25
15283,A,PERSONAL,13500,5.42,0.1
15284,B,PERSONAL,3000,11.12,0.02
15285,B,VENTURE,30000,11.11,0.23
15286,B,VENTURE,7500,11.86,0.06
15287,C,HOMEIMPROVEMENT,15000,13.99,0.25
15288,B,EDUCATION,15000,10.59,0.25
15289,C,DEBTCONSOLIDATION,15000,12.99,0.25
15290,C,PERSONAL,3000,13.49,0.02
15291,B,DEBTCONSOLIDATION,15000,11.11,0.25
15292,D,PERSONAL,3000,17.58,0.02
15293,A,VENTURE,15000,6.17,0.25
15294,A,VENTURE,6000,6.62,0.05
15295,C,MEDICAL,15000,13.35,0.25
15296,A,PERSONAL,10000,6.03,0.08
15297,D,PERSONAL,35000,18.25,0.27
15298,B,DEBTCONSOLIDATION,5000,12.42,0.04
15299,A,MEDICAL,18000,7.9,0.14
15300,A,MEDICAL,15000,,0.25
15301,B,HOMEIMPROVEMENT,35000,,0.27
15302,D,VENTURE,6500,15.99,0.05
15303,B,DEBTCONSOLIDATION,7000,11.99,0.05
15304,C,HOMEIMPROVEMENT,15000,13.85,0.25
15305,B,DEBTCONSOLIDATION,15000,,0.25
15306,A,MEDICAL,8600,5.99,0.07
15307,C,PERSONAL,15000,14.22,0.25
15308,B,DEBTCONSOLIDATION,15000,11.83,0.25
15309,B,DEBTCONSOLIDATION,6000,10.59,0.05
15310,C,HOMEIMPROVEMENT,8000,13.49,0.06
15311,B,VENTURE,15000,11.83,0.25
15312,C,EDUCATION,15000,12.87,0.12
15313,B,EDUCATION,15000,11.14,0.12
15314,A,MEDICAL,6000,5.42,0.05
15315,A,HOMEIMPROVEMENT,3000,5.42,0.02
15316,A,EDUCATION,6800,8.49,0.05
15317,C,MEDICAL,5000,14.79,0.04
15318,C,EDUCATION,14500,,0.11
15319,C,EDUCATION,15000,14.26,0.25
15320,E,EDUCATION,15000,16.7,0.28
15321,B,EDUCATION,15000,10.83,0.25
15322,A,EDUCATION,5000,5.79,0.04
15323,D,MEDICAL,30000,14.91,0.25
15324,A,DEBTCONSOLIDATION,6000,5.79,0.05
15325,B,HOMEIMPROVEMENT,25000,10.74,0.19
15326,A,HOMEIMPROVEMENT,6325,6.54,0.05
15327,A,EDUCATION,18500,,0.14
15328,D,DEBTCONSOLIDATION,15000,14.83,0.27
15329,B,DEBTCONSOLIDATION,15000,12.53,0.25
15330,B,MEDICAL,25000,11.12,0.19
15331,A,HOMEIMPROVEMENT,15000,7.88,0.12
15332,A,VENTURE,12000,7.51,0.09
15333,D,HOMEIMPROVEMENT,15000,18.25,0.24
15334,C,PERSONAL,13000,13.61,0.1
15335,C,VENTURE,20000,13.48,0.15
15336,B,DEBTCONSOLIDATION,15000,,0.24
15337,B,MEDICAL,4000,10.99,0.03
15338,B,HOMEIMPROVEMENT,25000,11.36,0.19
15339,B,DEBTCONSOLIDATION,15000,12.69,0.27
15340,B,PERSONAL,10000,11.36,0.08
15341,B,EDUCATION,20000,10.62,0.15
15342,E,MEDICAL,15000,16.0,0.27
15343,A,VENTURE,15000,7.29,0.24
15344,B,DEBTCONSOLIDATION,25000,12.53,0.19
15345,C,HOMEIMPROVEMENT,15000,14.26,0.12
15346,B,VENTURE,24250,12.18,0.19
15347,A,EDUCATION,15000,8.94,0.24
15348,B,PERSONAL,25000,11.83,0.19
15349,D,VENTURE,22600,14.96,0.17
15350,B,VENTURE,22800,,0.18
15351,A,MEDICAL,9000,5.99,0.39
15352,B,MEDICAL,25000,11.83,0.19
15353,B,EDUCATION,13000,11.14,0.1
15354,D,VENTURE,19400,16.0,0.15
15355,B,EDUCATION,15000,9.45,0.24
15356,C,VENTURE,15000,13.22,0.12
15357,A,VENTURE,13000,8.94,0.1
15358,C,VENTURE,21000,13.16,0.16
15359,B,PERSONAL,15000,11.89,0.12
15360,A,EDUCATION,7000,8.0,0.05
15361,D,DEBTCONSOLIDATION,15000,18.25,0.26
15362,B,MEDICAL,1250,10.95,0.01
15363,B,PERSONAL,20000,11.58,0.15
15364,B,PERSONAL,5000,9.64,0.04
15365,A,MEDICAL,9000,7.74,0.07
15366,A,VENTURE,24000,6.54,0.18
15367,C,DEBTCONSOLIDATION,20000,12.73,0.15
15368,A,VENTURE,15000,8.94,0.11
15369,A,EDUCATION,6000,7.51,0.05
15370,B,PERSONAL,15000,12.42,0.23
15371,B,VENTURE,4750,11.86,0.21
15372,C,PERSONAL,7500,12.29,0.06
15373,A,PERSONAL,24000,7.49,0.18
15374,E,MEDICAL,1000,16.32,0.04
15375,B,MEDICAL,7500,11.12,0.34
15376,A,PERSONAL,2000,7.51,0.02
15377,C,EDUCATION,15000,14.79,0.25
15378,A,EDUCATION,10200,7.9,0.08
15379,A,PERSONAL,15000,6.99,0.11
15380,C,PERSONAL,15000,13.49,0.23
15381,D,VENTURE,14000,17.49,0.11
15382,B,MEDICAL,15000,9.99,0.25
15383,B,MEDICAL,11200,10.99,0.08
15384,D,HOMEIMPROVEMENT,8000,,0.07
15385,A,HOMEIMPROVEMENT,15000,7.66,0.23
15386,A,MEDICAL,10000,7.66,0.08
15387,A,DEBTCONSOLIDATION,9600,7.14,0.07
15388,A,PERSONAL,15000,6.17,0.23
15389,E,DEBTCONSOLIDATION,15000,16.45,0.25
15390,B,HOMEIMPROVEMENT,25000,10.99,0.21
15391,B,VENTURE,12000,,0.09
15392,B,VENTURE,15000,11.12,0.23
15393,C,PERSONAL,9000,11.34,0.07
15394,A,MEDICAL,28000,8.49,0.21
15395,A,MEDICAL,15000,7.88,0.23
15396,B,MEDICAL,15000,11.36,0.23
15397,B,HOMEIMPROVEMENT,12000,12.69,0.09
15398,B,MEDICAL,15000,9.88,0.23
15399,A,VENTURE,15000,8.94,0.23
15400,A,MEDICAL,28000,8.49,0.21
15401,B,HOMEIMPROVEMENT,12000,11.49,0.09
15402,B,VENTURE,5000,,0.04
15403,B,HOMEIMPROVEMENT,3000,11.99,0.02
15404,A,EDUCATION,24000,,0.18
15405,A,VENTURE,4000,7.4,0.03
15406,B,DEBTCONSOLIDATION,25000,,0.19
15407,D,MEDICAL,11600,15.05,0.1
15408,E,EDUCATION,15000,16.32,0.23
15409,A,PERSONAL,15000,9.63,0.23
15410,C,EDUCATION,30000,13.49,0.22
15411,D,VENTURE,15000,15.58,0.25
15412,E,VENTURE,15000,16.95,0.23
15413,C,MEDICAL,10000,12.68,0.07
15414,B,HOMEIMPROVEMENT,25000,10.75,0.19
15415,B,PERSONAL,15000,10.62,0.25
15416,A,PERSONAL,15000,6.54,0.23
15417,B,VENTURE,21000,12.69,0.16
15418,C,VENTURE,15000,15.96,0.11
15419,A,HOMEIMPROVEMENT,8800,6.03,0.07
15420,A,EDUCATION,6700,6.03,0.05
15421,D,HOMEIMPROVEMENT,10000,15.62,0.07
15422,A,VENTURE,5225,7.49,0.04
15423,A,MEDICAL,25000,7.49,0.19
15424,C,DEBTCONSOLIDATION,24000,12.99,0.18
15425,D,VENTURE,12500,15.99,0.09
15426,A,EDUCATION,6000,6.92,0.04
15427,B,PERSONAL,21000,10.74,0.16
15428,A,PERSONAL,5000,7.9,0.23
15429,B,HOMEIMPROVEMENT,10000,,0.07
15430,A,VENTURE,16000,6.91,0.12
15431,A,MEDICAL,17000,6.17,0.13
15432,B,MEDICAL,15000,10.37,0.22
15433,D,MEDICAL,24000,15.21,0.2
15434,B,VENTURE,21000,10.38,0.16
15435,D,MEDICAL,15000,15.33,0.12
15436,B,EDUCATION,15000,10.65,0.22
15437,A,MEDICAL,15000,8.49,0.22
15438,D,PERSONAL,25000,16.07,0.19
15439,C,DEBTCONSOLIDATION,20000,12.73,0.15
15440,D,VENTURE,15000,13.24,0.22
15441,D,VENTURE,16000,,0.12
15442,C,VENTURE,12500,,0.09
15443,C,PERSONAL,15000,13.43,0.21
15444,C,DEBTCONSOLIDATION,24250,12.87,0.2
15445,F,EDUCATION,10000,18.43,0.07
15446,B,EDUCATION,15000,11.89,0.21
15447,A,DEBTCONSOLIDATION,10800,8.0,0.08
15448,D,HOMEIMPROVEMENT,15000,16.02,0.21
15449,A,EDUCATION,12000,9.38,0.09
15450,D,PERSONAL,9800,15.99,0.07
15451,C,EDUCATION,15000,,0.21
15452,B,EDUCATION,15000,10.38,0.21
15453,C,DEBTCONSOLIDATION,8000,12.87,0.06
15454,E,VENTURE,15000,16.35,0.21
15455,D,MEDICAL,24000,14.61,0.19
15456,A,DEBTCONSOLIDATION,8000,8.32,0.06
15457,A,EDUCATION,21500,6.62,0.16
15458,B,PERSONAL,15000,11.89,0.21
15459,B,MEDICAL,25000,9.99,0.18
15460,B,EDUCATION,3500,12.18,0.03
15461,A,EDUCATION,11400,9.63,0.08
15462,A,VENTURE,10000,5.79,0.07
15463,D,DEBTCONSOLIDATION,15000,14.42,0.23
15464,A,DEBTCONSOLIDATION,7500,6.03,0.05
15465,A,PERSONAL,8000,6.99,0.06
15466,D,PERSONAL,15000,15.7,0.21
15467,A,VENTURE,15000,8.0,0.21
15468,A,PERSONAL,16500,6.54,0.12
15469,B,PERSONAL,2700,11.86,0.02
15470,B,MEDICAL,5000,11.86,0.04
15471,B,MEDICAL,21600,,0.16
15472,C,EDUCATION,9000,12.22,0.07
15473,C,VENTURE,3825,14.65,0.18
15474,C,DEBTCONSOLIDATION,5000,12.73,0.04
15475,B,VENTURE,7500,12.69,0.36
15476,C,EDUCATION,6000,15.27,0.29
15477,B,DEBTCONSOLIDATION,14400,,0.1
15478,E,VENTURE,15000,16.32,0.23
15479,C,EDUCATION,16400,15.96,0.12
15480,D,DEBTCONSOLIDATION,18000,17.27,0.14
15481,B,MEDICAL,8000,11.71,0.06
15482,A,EDUCATION,18000,7.9,0.13
15483,B,PERSONAL,12000,11.71,0.09
15484,B,DEBTCONSOLIDATION,15000,12.42,0.21
15485,A,PERSONAL,15000,6.92,0.21
15486,D,PERSONAL,15000,16.02,0.23
15487,C,DEBTCONSOLIDATION,15000,12.68,0.21
15488,A,PERSONAL,12000,5.42,0.09
15489,A,PERSONAL,12000,8.49,0.09
15490,E,VENTURE,15000,17.19,0.21
15491,B,MEDICAL,15000,10.99,0.21
15492,B,EDUCATION,10000,10.99,0.07
15493,A,PERSONAL,4475,7.49,0.03
15494,C,EDUCATION,8000,13.79,0.38
15495,B,DEBTCONSOLIDATION,35000,10.59,0.25
15496,B,MEDICAL,15000,11.48,0.23
15497,C,PERSONAL,6000,13.49,0.04
15498,A,EDUCATION,3500,5.79,0.03
15499,C,MEDICAL,15000,13.16,0.2
15500,B,PERSONAL,15000,11.89,0.2
15501,B,HOMEIMPROVEMENT,25000,10.74,0.18
15502,A,HOMEIMPROVEMENT,20000,6.54,0.14
15503,A,VENTURE,20000,6.91,0.14
15504,B,HOMEIMPROVEMENT,25000,10.36,0.18
15505,B,MEDICAL,22000,8.88,0.16
15506,C,EDUCATION,15000,13.47,0.2
15507,B,MEDICAL,16000,10.38,0.11
15508,D,PERSONAL,15000,15.58,0.11
